BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.23	28.23	51.97	48.28
0.54	61.28	77.10	31.19
0.27	35.45	60.80	55.26
0.00	8.23	37.01	104.76
0.32	53.28	68.35	65.31
0.68	71.80	82.89	19.15
0.23	26.38	48.18	65.31
0.26	30.08	60.59	68.24
0.27	42.22	62.71	60.00
0.16	19.04	58.99	60.55
0.72	74.76	84.40	18.67
0.24	25.57	58.10	70.59
0.30	32.18	62.17	58.00
0.38	40.82	59.96	48.00
0.25	27.97	59.94	66.67
0.32	32.39	64.99	47.62
0.34	44.22	53.93	64.52
0.84	84.66	80.77	27.59
0.00	8.84	53.94	105.00
0.12	21.34	58.48	58.18
0.28	35.69	57.55	53.57
0.33	35.56	58.14	68.42
0.00	21.32	50.49	57.14
0.62	69.75	84.39	32.65
0.17	29.27	55.47	66.67
0.00	11.39	39.62	82.35
0.36	46.61	67.93	50.75
0.39	40.34	72.85	52.63
0.32	46.18	63.96	50.70
0.21	32.88	49.88	77.14
0.27	32.59	54.03	66.67
0.00	24.44	52.64	71.43
0.34	46.25	50.83	54.55
0.33	49.79	68.02	50.98
0.00	13.22	48.90	59.57
0.56	53.41	60.96	41.86
0.25	25.38	59.31	64.29
0.21	27.02	50.74	70.83
0.00	13.26	45.51	77.42
0.19	28.20	47.50	61.90
0.11	12.01	41.36	67.44
0.17	19.88	48.08	73.27
0.40	41.47	53.81	65.45
0.39	46.73	65.65	50.00
0.20	32.75	54.06	64.00
0.59	61.60	83.70	27.27
0.43	49.58	80.56	36.84
0.37	41.52	59.23	46.15
0.24	29.64	51.90	55.38
0.32	40.64	66.20	51.11
0.00	25.21	50.20	47.62
0.42	48.46	70.82	45.71
0.27	27.11	65.87	61.82
0.00	27.21	51.08	58.33
0.35	40.55	63.62	48.48
0.19	23.30	71.33	65.00
0.20	23.97	60.53	86.96
0.16	18.34	53.68	70.37
0.32	32.21	54.39	69.57
0.46	50.30	67.41	55.81
0.16	27.53	51.52	69.39
0.23	25.34	58.76	41.38
0.45	46.45	72.72	42.55
0.13	17.90	53.43	69.77
0.00	11.64	41.91	109.09
0.00	4.74	34.10	97.78
0.22	27.84	56.35	60.61
0.00	12.96	33.85	76.92
0.00	10.83	43.31	66.67
0.00	21.72	65.42	40.00
0.42	43.85	62.18	40.00
0.32	31.80	65.75	50.79
0.73	78.25	64.62	36.36
0.00	20.56	64.52	60.00
0.35	45.85	56.27	57.14
0.00	100.00	100.00	0.00
0.00	20.43	48.53	68.97
0.00	11.20	44.02	64.29
0.00	27.30	64.08	37.50
0.00	100.00	100.00	0.00
0.29	47.78	52.29	50.00
0.25	36.95	59.41	60.00
0.00	5.86	46.81	78.79
0.00	42.73	39.99	25.00
0.27	30.60	60.41	84.62
0.00	12.31	42.98	68.97
0.15	21.23	49.04	70.00
0.00	100.00	100.00	0.00
0.00	19.21	46.59	68.75
0.00	22.72	50.03	53.33
0.20	25.75	62.06	84.21
0.00	10.68	35.30	100.00
0.00	30.01	55.83	60.00
0.00	13.22	50.62	60.61
0.72	74.26	81.93	9.52
0.00	70.71	84.34	25.00
0.59	62.35	60.26	34.48
0.38	47.37	48.65	55.81
0.40	43.65	56.20	61.22
1.00	100.00	100.00	0.00
1.00	100.00	100.00	0.00
0.49	54.86	77.55	31.82
0.63	66.52	70.83	26.09
0.00	9.55	43.00	63.64
0.35	43.67	71.97	33.33
0.56	68.94	75.88	21.62
0.00	28.65	59.95	55.56
0.72	72.17	76.35	16.33
0.82	82.23	85.80	18.18
0.44	46.78	62.48	39.13
0.37	43.36	67.66	55.56
0.26	32.99	55.30	61.54
0.22	21.90	50.38	84.44
0.58	54.26	72.56	40.74
0.46	43.52	64.82	35.29
0.35	39.71	60.61	54.17
0.32	32.83	70.07	52.63
0.40	33.38	73.26	43.75
0.32	34.77	58.00	48.98
0.00	37.05	66.13	55.00
0.20	18.60	61.75	81.08
0.30	50.00	65.76	58.82
0.54	56.01	58.55	33.33
0.47	55.02	78.24	50.00
0.41	50.34	70.19	45.00
0.15	27.87	54.58	56.60
0.43	51.64	57.28	46.88
0.00	24.85	49.33	62.22
0.17	24.65	40.19	66.67
0.00	15.84	57.41	64.29
0.52	57.88	67.91	50.00
0.00	13.07	43.28	69.23
0.23	25.32	45.28	74.63
0.59	69.43	75.87	35.00
0.28	39.21	66.48	55.56
0.32	40.03	60.84	69.23
0.00	52.45	65.51	45.45
0.40	56.24	70.65	46.38
0.00	42.06	57.54	75.00
0.14	35.72	53.45	65.79
0.38	51.22	66.65	56.14
0.40	49.27	55.46	57.53
0.23	22.31	54.54	77.42
0.29	60.07	66.50	64.86
0.00	30.41	50.53	80.00
0.30	44.86	66.66	54.29
0.00	36.19	73.62	38.46
0.00	37.33	52.79	61.90
0.23	55.82	65.96	54.05
0.50	62.31	57.92	66.67
0.26	28.92	53.91	66.67
0.14	19.51	54.23	68.09
0.37	52.67	62.98	49.18
0.29	37.47	60.53	46.58
0.66	67.71	73.33	29.79
0.37	41.12	58.01	46.15
0.17	17.72	52.01	61.22
0.31	32.47	62.22	60.38
0.00	17.85	33.03	69.39
0.73	76.12	85.70	16.00
0.54	57.41	76.54	34.04
0.46	52.62	74.67	47.06
0.38	40.71	72.59	41.38
0.18	36.43	64.79	50.00
0.38	42.90	60.42	70.00
0.22	23.02	59.08	48.98
0.34	42.31	58.33	44.44
0.41	38.10	67.24	61.54
0.66	74.77	80.90	20.69
0.41	53.99	61.46	62.50
0.49	55.69	77.92	26.67
0.73	74.03	76.38	28.00
0.31	39.31	65.22	56.00
0.25	31.12	66.12	37.04
0.26	43.35	60.37	61.11
0.60	59.99	69.89	25.81
0.57	64.33	75.49	42.86
0.78	81.54	90.79	7.69
0.35	39.08	65.13	76.92
0.37	38.69	62.51	72.73
0.56	61.58	73.80	29.85
0.24	32.13	49.18	61.54
0.00	12.40	50.67	84.62
0.38	43.81	62.01	54.55
