BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.28	38.16	66.91	66.91
0.66	70.85	80.95	80.95
0.56	62.32	82.96	82.96
0.93	93.32	87.41	87.41
0.00	11.84	56.30	56.30
0.82	84.14	94.45	94.45
0.39	47.63	68.91	68.91
0.24	36.88	71.74	71.74
0.38	48.02	67.50	67.50
0.67	71.07	77.25	77.25
0.76	80.03	88.71	88.71
0.50	57.30	69.84	69.84
0.00	33.03	69.57	69.57
0.20	25.03	64.84	64.84
0.52	59.22	69.04	69.04
0.00	15.21	57.94	57.94
0.57	57.84	70.11	70.11
0.50	56.61	59.12	59.12
0.64	69.64	78.24	78.24
0.38	44.61	60.10	60.10
0.72	72.37	84.99	84.99
0.36	46.53	66.52	66.52
0.32	39.06	68.05	68.05
0.00	20.59	55.28	55.28
0.00	12.97	52.04	52.04
0.64	64.48	82.18	82.18
0.11	18.24	54.05	54.05
0.14	19.88	67.21	67.21
0.22	30.77	67.04	67.04
0.00	14.13	43.48	43.48
0.38	48.91	72.12	72.12
0.00	26.53	72.31	72.31
0.22	23.83	62.06	62.06
0.43	47.99	66.96	66.96
0.40	43.01	71.10	71.10
0.83	84.10	89.14	89.14
0.00	35.74	59.48	59.48
0.52	59.63	81.39	81.39
0.00	17.79	49.75	49.75
0.23	29.31	65.17	65.17
0.51	54.89	66.72	66.72
0.30	34.33	52.25	52.25
0.00	25.15	74.15	74.15
0.00	13.91	66.80	66.80
0.00	8.00	53.15	53.15
0.19	34.27	52.64	52.64
0.63	68.24	82.39	82.39
0.31	32.46	61.38	61.38
0.54	62.73	71.00	71.00
0.34	43.39	65.24	65.24
0.40	46.25	62.59	62.59
0.50	52.79	67.41	67.41
0.26	28.18	64.83	64.83
0.27	26.76	63.42	63.42
0.74	73.97	81.95	81.95
0.21	29.66	54.57	54.57
0.44	45.97	85.14	85.14
0.34	37.71	68.36	68.36
0.46	50.29	75.74	75.74
0.18	30.23	53.86	53.86
0.30	31.42	61.48	61.48
0.32	37.25	65.68	65.68
0.00	29.21	56.46	56.46
0.44	48.21	59.16	59.16
0.63	67.58	70.04	70.04
0.32	46.01	74.85	74.85
0.70	71.35	76.36	76.36
0.58	66.22	76.60	76.60
0.35	46.40	59.70	59.70
0.47	52.16	68.85	68.85
0.35	45.23	79.62	79.62
0.69	83.10	79.21	79.21
0.21	24.82	45.27	45.27
0.25	34.03	56.63	56.63
0.19	19.62	47.47	47.47
0.30	35.09	63.64	63.64
0.00	27.31	70.76	70.76
0.38	46.32	60.59	60.59
0.42	47.08	70.76	70.76
0.59	59.68	63.69	63.69
0.43	49.67	73.20	73.20
0.57	67.12	80.03	80.03
0.53	62.74	72.40	72.40
0.31	46.37	58.34	58.34
0.43	49.60	62.64	62.64
0.31	38.44	71.70	71.70
0.37	43.20	76.18	76.18
0.48	62.98	63.13	63.13
0.55	63.23	79.29	79.29
0.15	23.39	48.98	48.98
0.37	36.06	70.85	70.85
0.60	62.46	76.79	76.79
0.63	65.91	80.71	80.71
0.00	31.14	59.44	59.44
0.68	71.32	84.53	84.53
0.78	82.32	88.51	88.51
0.30	38.61	55.69	55.69
0.18	17.06	62.91	62.91
0.28	37.08	56.47	56.47
0.00	9.50	52.03	52.03
0.70	76.98	71.37	71.37
0.54	63.51	63.46	63.46
0.40	52.00	61.37	61.37
0.00	23.08	62.61	62.61
0.17	39.19	64.11	64.11
0.83	81.33	89.17	89.17
0.00	16.78	31.32	31.32
0.46	48.38	72.67	72.67
0.26	40.04	47.81	47.81
0.42	49.85	72.82	72.82
0.00	27.30	55.28	55.28
0.54	60.84	71.70	71.70
0.44	55.87	61.28	61.28
0.38	44.48	49.48	49.48
0.57	57.58	69.67	69.67
0.00	19.33	59.89	59.89
0.25	37.21	58.31	58.31
0.15	17.40	48.66	48.66
0.00	30.37	57.49	57.49
0.00	10.41	39.38	39.38
0.46	56.03	66.23	66.23
0.00	17.03	56.02	56.02
0.80	80.34	74.81	74.81
0.53	60.05	77.15	77.15
0.00	19.25	53.22	53.22
0.56	63.73	73.42	73.42
0.00	23.71	50.48	50.48
0.54	60.34	82.72	82.72
0.00	15.87	53.02	53.02
0.00	15.96	59.48	59.48
0.00	18.71	53.93	53.93
0.35	50.96	60.44	60.44
0.30	40.54	63.54	63.54
1.00	100.00	100.00	100.00
0.76	77.66	67.05	67.05
0.43	43.36	74.73	74.73
0.29	33.27	57.32	57.32
0.36	47.41	71.03	71.03
0.31	42.84	74.88	74.88
0.29	35.00	54.35	54.35
0.15	21.66	52.09	52.09
0.23	28.00	48.95	48.95
